[10-12-2018 14:58:16]: matej hat Kabo mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 03:50:25]: LargePeach hat Solid_Snake mit Waffe 30 an Part 6 getroffen, Schaden: 8
[27-02-2019 03:50:25]: LargePeach hat Solid_Snake mit Waffe 30 an Part 3 getroffen, Schaden: 10
[27-02-2019 03:50:25]: LargePeach hat Solid_Snake mit Waffe 30 an Part 3 getroffen, Schaden: 10
[27-02-2019 03:55:59]: LargePeach hat Solid_Snake mit Waffe 30 an Part 3 getroffen, Schaden: 10
[27-02-2019 04:22:11]: Solid_Snake hat LargePeach mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 04:25:47]: LargePeach hat Solid_Snake mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 04:26:01]: LargePeach hat Solid_Snake mit Waffe 34 an Part 3 getroffen, Schaden: 15
[27-02-2019 04:29:56]: LargePeach hat Solid_Snake mit Waffe 30 an Part 8 getroffen, Schaden: 8
[27-02-2019 04:29:56]: LargePeach hat Solid_Snake mit Waffe 30 an Part 8 getroffen, Schaden: 8
[27-02-2019 04:29:58]: Solid_Snake hat LargePeach mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 04:29:59]: Solid_Snake hat LargePeach mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 04:29:60]: LargePeach hat Solid_Snake mit Waffe 30 an Part 5 getroffen, Schaden: 8
[27-02-2019 04:29:60]: LargePeach hat Solid_Snake mit Waffe 30 an Part 5 getroffen, Schaden: 8
[27-02-2019 04:29:60]: LargePeach hat Solid_Snake mit Waffe 30 an Part 5 getroffen, Schaden: 8
[27-02-2019 04:29:60]: Solid_Snake hat LargePeach mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 11:06:17]: xEvoliX hat xEvoliX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 12:48:02]: rvty hat luca mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 12:55:52]: rvty hat luca mit Waffe 30 an Part 6 getroffen, Schaden: 8
[27-02-2019 12:56:07]: rvty hat luca mit Waffe 30 an Part 3 getroffen, Schaden: 10
[27-02-2019 12:56:10]: luca hat rvty mit Waffe 25 an Part 9 getroffen, Schaden: 35
[27-02-2019 12:56:13]: rvty hat luca mit Waffe 30 an Part 3 getroffen, Schaden: 10
[27-02-2019 12:56:16]: luca hat rvty mit Waffe 25 an Part 9 getroffen, Schaden: 35
[27-02-2019 12:56:17]: rvty hat luca mit Waffe 30 an Part 7 getroffen, Schaden: 8
[27-02-2019 12:56:21]: rvty hat luca mit Waffe 30 an Part 4 getroffen, Schaden: 10
[27-02-2019 12:56:27]: rvty hat luca mit Waffe 24 an Part 7 getroffen, Schaden: 35
[27-02-2019 14:08:40]: Sammy hat luca mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 14:08:50]: Sammy hat Solid_Snake mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 14:08:50]: Sammy hat Solid_Snake mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 14:09:42]: Sammy hat luca mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 14:09:43]: Solid_Snake hat Sammy mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 14:09:44]: luca hat Solid_Snake mit Waffe 25 an Part 9 getroffen, Schaden: 35
[27-02-2019 14:09:44]: Solid_Snake hat luca mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 14:09:45]: Solid_Snake hat luca mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 14:09:45]: Sammy hat Solid_Snake mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 14:09:45]: Sammy hat Solid_Snake mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 14:09:45]: Sammy hat Solid_Snake mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 14:09:46]: Solid_Snake hat luca mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 14:09:46]: Sammy hat luca mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 14:09:46]: Solid_Snake hat Sammy mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 14:09:46]: Sammy hat Solid_Snake mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 14:09:54]: Solid_Snake hat Sammy mit Waffe 25 an Part 7 getroffen, Schaden: 20
[27-02-2019 14:09:55]: Solid_Snake hat Sammy mit Waffe 25 an Part 6 getroffen, Schaden: 20
[27-02-2019 14:09:56]: Solid_Snake hat Sammy mit Waffe 25 an Part 6 getroffen, Schaden: 20
[27-02-2019 14:10:04]: Sammy hat Solid_Snake mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 14:10:10]: xEvoliX hat Sammy mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 14:10:37]: xEvoliX hat Sammy mit der Sniper ein Headshot gegeben
[27-02-2019 14:10:37]: xEvoliX hat Sammy mit Waffe 34 an Part 9 getroffen, Schaden: 200
[27-02-2019 15:12:16]: ButterBrot hat Keno mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 15:12:21]: ButterBrot hat rvty mit Waffe 31 an Part 8 getroffen, Schaden: 7
[27-02-2019 15:12:21]: ButterBrot hat rvty mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:12:22]: ButterBrot hat rvty mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 15:12:24]: xEvoliX hat rvty mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:13:30]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:30]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:30]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:30]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:30]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:31]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:13:31]: xEvoliX hat rvty mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:14:15]: xEvoliX hat NyquFX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:15:06]: Solid_Snake hat Keno mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:15:06]: ButterBrot hat Sammy mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:15:07]: ButterBrot hat Sammy mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 15:15:07]: ButterBrot hat Sammy mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 15:15:08]: Solid_Snake hat Keno mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:15:08]: ButterBrot hat Sammy mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 15:15:08]: Solid_Snake hat Keno mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 15:15:08]: Solid_Snake hat Keno mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 15:15:08]: Solid_Snake hat Keno mit Waffe 31 an Part 4 getroffen, Schaden: 9
[27-02-2019 15:15:09]: Solid_Snake hat Keno mit Waffe 31 an Part 8 getroffen, Schaden: 7
[27-02-2019 15:15:09]: Solid_Snake hat Keno mit Waffe 31 an Part 4 getroffen, Schaden: 9
[27-02-2019 15:15:10]: ButterBrot hat Sammy mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 6 getroffen, Schaden: 8
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:18]: Solid_Snake hat Keno mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 15:15:18]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 6 getroffen, Schaden: 8
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:19]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:15:20]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:21]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:21]: Keno hat Solid_Snake mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:46]: Keno hat Solid_Snake mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 15:15:47]: Keno hat ButterBrot mit Waffe 29 an Part 9 getroffen, Schaden: 9
[27-02-2019 15:15:47]: ButterBrot hat Keno mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 15:15:48]: Solid_Snake hat Keno mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:15:48]: Keno hat Solid_Snake mit Waffe 29 an Part 6 getroffen, Schaden: 8
[27-02-2019 15:16:01]: NyquFX hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:03]: luca hat xEvoliX mit Waffe 31 an Part 8 getroffen, Schaden: 7
[27-02-2019 15:16:22]: luca hat ButterBrot mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 15:16:23]: luca hat ButterBrot mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 15:16:26]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:26]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:16:27]: NyquFX hat ButterBrot mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:16:28]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:31]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:32]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:32]: ButterBrot hat NyquFX mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:33]: luca hat xEvoliX mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:33]: ButterBrot hat NyquFX mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 15:16:33]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:33]: NyquFX hat ButterBrot mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:16:34]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:34]: NyquFX hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 15:16:34]: ButterBrot hat NyquFX mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 15:16:41]: luca hat xEvoliX mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 15:16:41]: xEvoliX hat luca mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:16:41]: luca hat xEvoliX mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:16:41]: xEvoliX hat luca mit Waffe 29 an Part 6 getroffen, Schaden: 8
[27-02-2019 15:16:42]: xEvoliX hat luca mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:16:42]: xEvoliX hat luca mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 15:16:42]: luca hat xEvoliX mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 15:16:45]: ButterBrot hat NyquFX mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 15:21:04]: luca hat rvty mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 15:24:01]: rvty hat luca mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:27:47]: Solid_Snake hat ButterBrot mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 15:27:48]: ButterBrot hat Solid_Snake mit Waffe 34 an Part 5 getroffen, Schaden: 12
[27-02-2019 15:27:56]: Solid_Snake hat ButterBrot mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:27:57]: Solid_Snake hat ButterBrot mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 15:27:59]: ButterBrot hat Solid_Snake mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 15:28:01]: Solid_Snake hat ButterBrot mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 15:28:01]: Solid_Snake hat ButterBrot mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 15:30:22]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:43:53]: Kontra143 hat Cjdasoriginal mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:54]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:54]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:55]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:58]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:58]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:47:59]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:51:25]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:51:26]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:51:56]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:57:35]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:59:26]: luca hat NyquFX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:59:26]: luca hat NyquFX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:59:28]: xEvoliX hat xEvoliX mit Waffe 51 an Part 3 getroffen, Schaden: 1
[27-02-2019 15:59:36]: luca hat NyquFX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:59:37]: luca hat NyquFX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 15:59:38]: luca hat NyquFX mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:07:53]: SocasteR hat Solid_Snake mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:07:54]: SocasteR hat Solid_Snake mit Waffe 24 an Part 8 getroffen, Schaden: 35
[27-02-2019 16:07:56]: SocasteR hat Solid_Snake mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:07:56]: Solid_Snake hat SocasteR mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:07:56]: SocasteR hat Solid_Snake mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:07:58]: xEvoliX hat SocasteR mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 16:07:58]: xEvoliX hat SocasteR mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 16:07:58]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:07:58]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:07:58]: SocasteR hat Solid_Snake mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:07:58]: xEvoliX hat SocasteR mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 16:07:59]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:07:59]: SocasteR hat Solid_Snake mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:07:60]: xEvoliX hat SocasteR mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 16:07:60]: xEvoliX hat SocasteR mit Waffe 31 an Part 4 getroffen, Schaden: 9
[27-02-2019 16:07:60]: xEvoliX hat SocasteR mit Waffe 31 an Part 4 getroffen, Schaden: 9
[27-02-2019 16:08:01]: xEvoliX hat SocasteR mit Waffe 31 an Part 4 getroffen, Schaden: 9
[27-02-2019 16:08:01]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:08:01]: xEvoliX hat SocasteR mit Waffe 31 an Part 5 getroffen, Schaden: 7
[27-02-2019 16:08:01]: SocasteR hat xEvoliX mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:08:01]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:08:02]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:08:02]: xEvoliX hat SocasteR mit Waffe 31 an Part 3 getroffen, Schaden: 8
[27-02-2019 16:10:11]: ButterBrot hat Solid_Snake mit Waffe 23 an Part 6 getroffen, Schaden: 8
[27-02-2019 16:10:13]: ButterBrot hat NutellaBrot mit Waffe 23 an Part 4 getroffen, Schaden: 10
[27-02-2019 16:11:14]: ButterBrot hat NutellaBrot mit Waffe 23 an Part 5 getroffen, Schaden: 8
[27-02-2019 16:14:50]: SocasteR hat Solid_Snake mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:14:51]: SocasteR hat NutellaBrot mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:14:53]: SocasteR hat NutellaBrot mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:16:27]: SocasteR hat Solid_Snake mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:16:28]: SocasteR hat Solid_Snake mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:16:29]: SocasteR hat Solid_Snake mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:16:30]: Solid_Snake hat SocasteR mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:16:32]: Solid_Snake hat SocasteR mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:19:39]: SocasteR hat Cjdasoriginal mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:19:40]: SocasteR hat Cjdasoriginal mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:19:52]: SocasteR hat Kontra143 mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:19:53]: SocasteR hat Kontra143 mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:20:08]: SocasteR hat Kontra143 mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:22:30]: ErdbeerBrot hat ButterBrot mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:22:31]: ErdbeerBrot hat ButterBrot mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:24:44]: Lano hat Redbull_Klauer_Rewe mit Waffe 22 an Part 5 getroffen, Schaden: 8
[27-02-2019 16:24:49]: Lano hat SocasteR mit Waffe 22 an Part 5 getroffen, Schaden: 8
[27-02-2019 16:24:51]: Lano hat SocasteR mit Waffe 22 an Part 9 getroffen, Schaden: 15
[27-02-2019 16:24:52]: Lano hat SocasteR mit Waffe 22 an Part 9 getroffen, Schaden: 15
[27-02-2019 16:24:53]: Lano hat SocasteR mit Waffe 22 an Part 9 getroffen, Schaden: 15
[27-02-2019 16:24:56]: Lano hat SocasteR mit Waffe 22 an Part 5 getroffen, Schaden: 8
[27-02-2019 16:24:60]: SocasteR hat Lano mit Waffe 24 an Part 4 getroffen, Schaden: 30
[27-02-2019 16:25:55]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:25:56]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:25:56]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:25:58]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:24]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:25]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:32]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:33]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:33]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:34]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:35]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:41]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:53]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:57]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:26:58]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:27:21]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:27:21]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:27:22]: Sammy hat rvty mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:27:24]: ButterBrot hat NutellaBrot mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:27:60]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:27:60]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:28:30]: NutellaBrot hat ButterBrot mit Waffe 31 an Part 9 getroffen, Schaden: 8
[27-02-2019 16:28:31]: NutellaBrot hat ButterBrot mit Waffe 31 an Part 6 getroffen, Schaden: 7
[27-02-2019 16:29:60]: rvty hat Sammy mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:29:60]: rvty hat SimplyIsGay mit Waffe 0 an Part 3 getroffen, Schaden: 5
[27-02-2019 16:42:29]: ErdbeerBrot hat ButterBrot mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:42:34]: ErdbeerBrot hat ButterBrot mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:42:43]: ButterBrot hat ErdbeerBrot mit Waffe 24 an Part 3 getroffen, Schaden: 40
[27-02-2019 16:47:46]: SimplyIsGay hat Lano mit Waffe 24 an Part 5 getroffen, Schaden: 35
[27-02-2019 16:47:50]: SimplyIsGay hat Lano mit Waffe 24 an Part 9 getroffen, Schaden: 80
[27-02-2019 16:47:53]: Lano hat SimplyIsGay mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:48:04]: Lano hat SimplyIsGay mit Waffe 29 an Part 5 getroffen, Schaden: 8
[27-02-2019 16:48:04]: Lano hat SimplyIsGay mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 16:48:04]: Lano hat SimplyIsGay mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 16:48:05]: Lano hat SimplyIsGay mit Waffe 29 an Part 3 getroffen, Schaden: 9
[27-02-2019 16:48:05]: Lano hat SimplyIsGay mit Waffe 29 an Part 4 getroffen, Schaden: 9
[27-02-2019 16:48:05]: SimplyIsGay hat Lano mit Waffe 24 an Part 6 getroffen, Schaden: 35
[27-02-2019 16:48:06]: Lano hat SimplyIsGay mit Waffe 29 an Part 6 getroffen, Schaden: 8
